Retire Before 65 Years Old,Gender,Desease,Education Level,Marital Status,Monthly Income,Employee/Employer,Dependants,Unemployment Rate,Stock Market,Credit Score,Government Bonds Return,Probabilidades de Retiro Temprano,Predicción Modelo,Probabilidad Modelo,ID_Cliente
0,0,1,3,0,23000,0,1,3.63669268,30115.33333,721,7.608333333,,0,0.09026218064249594,275
0,1,0,3,0,24000,0,1,4.3,44555.83333,797,5.981666667,,0,0.1205804707912188,276
0,1,1,4,1,17000,1,1,5.36220735,35583.16667,619,6.431666667,,0,0.16814286018936156,277
0,0,0,3,0,21000,0,3,4.84510369,39064.0,663,5.945,,1,0.5883133068859069,278
0,1,0,5,1,21000,0,1,5.05485168,37846.16667,796,6.19875,,0,0.11910148411130467,279
0,1,1,5,1,19000,0,1,5.23935845,44437.16667,793,5.881666667,,0,0.10447994627475987,280
0,1,1,4,1,28000,0,1,5.32080167,37332.5,629,7.508333333,,0,0.10178117726076938,281
0,0,0,3,0,33000,1,1,4.78069453,36109.5,687,6.61,,0,0.09821193370822531,282
0,0,0,3,1,21000,0,2,4.72142055,22755.0,673,7.940833333,,0,0.24951140922701612,283
0,1,1,4,1,26000,1,2,5.35522049,30100.5,741,7.96275,,0,0.3510115895908957,284
0,0,0,3,0,17000,0,3,5.03775575,30100.5,716,7.96275,,1,0.6369965244868976,285
0,0,1,3,0,20000,0,2,5.11135844,32304.66667,608,7.193916667,,0,0.16420591479350025,286
0,0,1,4,0,15000,0,1,5.1950095,31577.33333,717,7.701083333,,0,0.09084224087714846,287
0,1,0,5,1,39000,1,2,5.36220735,35583.16667,737,6.431666667,,0,0.2570187596248989,288
0,1,1,5,1,32000,0,2,4.28381716,42857.16667,797,5.604166667,,0,0.16664843586126288,289
0,0,0,5,1,34000,1,2,3.38752413,16516.83333,754,8.589166667,,0,0.20947336301660874,290
0,0,1,5,0,26000,0,3,3.70537487,30373.83333,601,7.9825,,0,0.37315908573404816,291
0,0,1,3,1,18000,1,1,4.2,43587.5,607,6.165,,0,0.12279147491253027,292
0,0,0,5,1,20000,0,3,5.25041296,44437.16667,643,5.881666667,,1,0.5584504816962784,293
0,0,1,3,1,31000,0,2,4.68199486,37846.16667,618,6.19875,,0,0.13824677452664783,294
0,0,1,3,0,24000,0,3,3.70537487,30373.83333,700,7.9825,,0,0.4657211350733056,295
0,0,1,5,1,28000,1,2,3.38752413,16516.83333,611,8.589166667,,0,0.21178807877691633,296
0,1,1,4,0,19000,0,1,5.59830462,36109.5,669,6.61,,0,0.10626752565815165,297
0,0,0,4,0,35000,1,1,4.78069453,36109.5,658,6.61,,0,0.0930765517250903,298
0,0,0,5,0,26000,0,2,4.68199486,37846.16667,747,6.19875,,0,0.13879153043868656,299
0,0,1,3,0,20000,0,1,3.38752413,16516.83333,719,8.589166667,,0,0.0947450586709687,300
0,1,0,5,1,19000,0,1,3.22742853,30804.0,618,8.431666667,,0,0.15747776248530868,301
0,0,1,4,0,29000,1,1,4.78069453,36109.5,656,6.61,,0,0.09074337178610947,302
0,1,0,4,1,31000,0,2,5.36220735,35583.16667,616,6.431666667,,0,0.27222392504671145,303
0,0,1,5,1,33000,1,2,3.38752413,16516.83333,612,8.589166667,,0,0.17914959333757677,304
0,0,1,5,1,16000,1,1,4.06666964,29309.33333,732,7.521666667,,0,0.11065452986645476,305
0,0,1,3,0,16000,0,2,3.84357001,24066.16667,735,7.715833333,,0,0.1946902419789164,306
0,1,1,3,1,19000,0,1,5.77682986,27335.5,791,8.079916667,,0,0.11721903270740114,307
0,1,1,4,0,23000,0,1,5.05485168,37846.16667,800,6.19875,,0,0.09833186655463665,308
0,0,0,3,1,23000,0,1,4.3,44555.83333,738,5.981666667,,0,0.1006046503914542,309
0,1,0,4,1,22000,0,2,5.35522049,30100.5,696,7.96275,,0,0.3690791819753519,310
0,0,1,5,1,23000,0,3,3.78502178,30804.0,620,8.431666667,,0,0.47257679085448395,311
0,0,1,5,0,29000,0,2,5.11135844,32304.66667,603,7.193916667,,0,0.1137613127348176,312
0,1,0,3,1,26000,0,1,5.14091293,40243.16667,641,6.096666667,,0,0.1303515501927852,313
0,0,0,5,1,30000,1,2,4.15050313,42857.16667,696,5.604166667,,0,0.21541824322080916,314
0,0,0,4,1,21000,0,1,4.2,43587.5,689,6.165,,0,0.10080969702895454,315
0,1,0,3,1,36000,1,2,3.31364755,30373.83333,695,7.9825,,0,0.4662040806681616,316
0,1,1,5,1,25000,0,1,4.90678778,44426.0,723,5.095083333,,0,0.09885190737850481,317
0,1,1,3,0,22000,0,2,5.05485168,37846.16667,788,6.19875,,0,0.2382541815409574,318
0,0,0,4,1,34000,1,1,4.2,43587.5,709,6.165,,0,0.09909740828348537,319
0,1,0,4,0,21000,0,2,3.41905047,12789.0,603,9.910833333,,0,0.44265272692953744,320
0,1,1,3,0,19000,0,2,5.35522049,30100.5,725,7.96275,,0,0.2808685165797308,321
0,0,0,3,1,19000,0,3,5.1950095,31577.33333,609,7.701083333,,1,0.6866638757247973,322
0,1,1,3,1,25000,0,2,4.94709939,36093.16667,766,6.358333333,,0,0.2587690556328942,323
0,1,0,3,0,34000,1,1,4.75727494,40418.0,743,6.365083333,,0,0.12679580432579438,324
0,0,0,5,1,20000,0,3,3.70537487,30373.83333,746,7.9825,,1,0.6075632254817784,325
0,1,0,5,0,20000,0,1,4.78107286,39064.0,710,5.945,,0,0.11667951164983949,326
0,1,1,5,1,26000,1,1,3.58429637,13227.5,757,10.07416667,,0,0.13526451327251965,327
0,0,0,5,1,33000,1,2,5.22030741,36600.0,672,7.11,,0,0.18475959517401794,328
0,1,0,5,0,24000,0,2,3.22742853,30804.0,653,8.431666667,,0,0.33056831262316855,329
0,1,0,3,0,25000,0,2,5.05485168,37846.16667,679,6.19875,,0,0.3185632557652075,330
0,1,1,4,1,25000,1,2,4.28381716,42857.16667,603,5.604166667,,0,0.42310469623997193,331
0,1,0,4,1,31000,0,2,4.6,44100.16667,607,6.0575,,0,0.2892352246053552,332
0,1,0,4,0,19000,0,2,2.93965649,19520.66667,738,8.896666667,,0,0.44045983982070896,333
0,0,0,3,0,21000,0,2,4.72142055,22755.0,620,7.940833333,,0,0.2214586396150191,334
0,0,0,4,0,16000,0,1,4.15050313,42857.16667,759,5.604166667,,0,0.09973545078524672,335
0,0,0,3,0,24000,0,2,4.04175506,21536.0,748,8.66,,0,0.19614299270152222,336
0,1,0,4,0,37000,1,1,4.2,43587.5,689,6.165,,0,0.11697605676908929,337
0,0,0,4,1,16000,0,2,3.78502178,30804.0,713,8.431666667,,0,0.28054748655175793,338
0,1,1,3,0,18000,0,2,5.0356035,19439.0,603,8.024166667,,0,0.3378679379424573,339
0,1,1,3,0,23000,0,3,2.96690257,16516.83333,753,8.589166667,,1,0.7340967448379183,340
0,1,1,5,0,23000,0,1,5.35396094,31577.33333,756,7.701083333,,0,0.09559040252395788,341
0,1,0,3,1,32000,0,1,3.44487597,24066.16667,770,7.715833333,,0,0.12269150904109054,342
0,1,1,3,1,35000,1,1,5.0356035,19439.0,666,8.024166667,,0,0.11967781076551777,343
0,1,0,4,0,23000,0,2,3.14890585,30115.33333,601,7.608333333,,0,0.4006772416018326,344
0,1,1,5,1,27000,1,1,4.94709939,36093.16667,637,6.358333333,,0,0.12206319806529395,345
0,0,0,5,0,31000,0,3,5.22030741,36600.0,680,7.11,,0,0.3386904481690896,346
0,0,0,3,0,19000,0,1,4.15050313,42857.16667,753,5.604166667,,0,0.1001941022135387,347
0,0,0,5,1,20000,0,1,3.63669268,30115.33333,760,7.608333333,,0,0.09947041315938239,348
0,1,0,5,1,36000,1,1,5.4584248,32076.33333,602,6.318333333,,0,0.11995196371816642,349
0,1,0,3,0,21000,0,2,4.90678778,44426.0,790,5.095083333,,0,0.3362149326763846,350
0,1,0,5,1,36000,1,1,5.35396094,31577.33333,754,7.701083333,,0,0.11456697255858152,351
0,1,1,4,0,19000,0,1,3.71008358,27256.0,723,7.8225,,0,0.1154029664672446,352
0,1,1,5,0,25000,0,1,5.02379729,42063.16667,656,5.414833333,,0,0.09518690154248864,353
0,0,0,3,1,38000,1,2,4.82778981,41229.83333,612,5.91,,0,0.2047298991134689,354
0,0,0,4,1,22000,0,2,5.74138196,32076.33333,688,6.318333333,,0,0.18714836413390934,355
0,0,0,4,1,34000,1,1,3.46916133,19520.66667,698,8.896666667,,0,0.10538874635414702,356
0,1,0,4,1,36000,1,2,3.66114181,20563.0,672,8.315833333,,0,0.421402211482907,357
0,1,0,3,0,16000,0,1,3.4686843,14487.16667,610,8.983333333,,0,0.1873259159361547,358
0,1,0,4,0,34000,1,2,5.05485168,37846.16667,797,6.19875,,0,0.2901894970471418,359
0,1,0,5,0,20000,0,1,4.29406689,44425.83333,699,5.8425,,0,0.11943696478150027,360
0,0,0,5,1,18000,0,2,4.8864339,40418.0,685,6.365083333,,0,0.20456293200892572,361
0,0,0,5,1,23000,0,2,4.3801824,30573.16667,768,7.733416667,,0,0.17705837566892013,362
0,1,0,5,1,24000,0,1,4.90678778,44426.0,795,5.095083333,,0,0.11193661381300171,363
0,1,0,3,0,22000,0,1,4.29406689,44425.83333,776,5.8425,,0,0.12692745075339731,364
0,0,0,4,1,26000,0,2,4.83260494,41912.16667,743,5.567416667,,0,0.16775325042535455,365
0,0,1,1,1,18000,0,1,3.46916133,19520.66667,744,8.896666667,,0,0.11271299553416687,366
0,1,1,3,0,18000,0,1,3.66114181,20563.0,668,8.315833333,,0,0.13086012193550678,367
0,1,0,4,1,36000,1,1,5.32080167,37332.5,661,7.508333333,,0,0.12634790821412392,368
0,1,0,5,1,15000,0,2,5.02379729,42063.16667,741,5.414833333,,0,0.40104893832090727,369
0,0,1,3,0,17000,0,1,5.83158683,35583.16667,770,6.431666667,,0,0.08909107577819564,370
0,0,1,4,1,35000,1,1,6.74115103,27335.5,748,8.079916667,,0,0.08526366144124947,371
0,0,0,5,1,32000,0,1,5.22030741,36600.0,783,7.11,,0,0.08456481163696525,372
0,1,1,4,1,26000,1,1,5.24425019,36600.0,651,7.11,,0,0.1314335964969127,373
0,1,0,3,0,15000,0,1,3.14890585,30115.33333,698,7.608333333,,0,0.18011857615809557,374
0,1,1,4,1,20000,0,1,4.75727494,40418.0,759,6.365083333,,0,0.11267155120051775,375
0,1,1,4,0,34000,1,1,3.31364755,30373.83333,745,7.9825,,0,0.11051695899898765,376
0,0,1,3,0,20000,0,2,4.32400469,14487.16667,642,8.983333333,,0,0.17961217525719647,377
0,1,0,5,0,39000,1,3,3.76339417,29309.33333,640,7.521666667,,1,0.7073420145249261,378
0,1,0,4,1,17000,1,1,5.77682986,27335.5,651,8.079916667,,0,0.21724085483181432,379
0,0,0,4,1,23000,0,1,4.94922646,19439.0,732,8.024166667,,0,0.09700463935163217,380
0,0,0,5,1,25000,0,2,4.53300508,44425.83333,656,5.8425,,0,0.1691999004141029,381
0,0,1,3,0,18000,0,1,4.53300508,44425.83333,789,5.8425,,0,0.09019968087227244,382
0,0,0,3,1,40000,1,3,3.46916133,19520.66667,699,8.896666667,,1,0.6217015000055196,383
0,0,1,5,1,15000,0,2,5.83158683,35583.16667,738,6.431666667,,0,0.15487029923827936,384
0,1,1,3,1,19000,0,1,4.75727494,40418.0,720,6.365083333,,0,0.12438815961875554,385
0,0,0,5,0,27000,0,1,4.54175572,20563.0,600,8.315833333,,0,0.08940903067931666,386
0,1,1,3,0,28000,0,2,5.35522049,30100.5,726,7.96275,,0,0.2026957116769122,387
0,0,0,4,1,39000,1,1,5.74138196,32076.33333,756,6.318333333,,0,0.08952117160247738,388
0,1,1,3,0,22000,0,1,5.34449117,22755.0,728,7.940833333,,0,0.10770140462383632,389
0,1,1,4,1,20000,0,2,4.78107286,39064.0,775,5.945,,0,0.2761953807551012,390
0,1,1,4,1,28000,0,1,3.14890585,30115.33333,617,7.608333333,,0,0.11283929899673814,391
0,1,1,5,0,20000,0,1,3.76339417,29309.33333,632,7.521666667,,0,0.10989451640464651,392
0,0,0,3,1,34000,1,1,4.70796553,36093.16667,647,6.358333333,,0,0.10425632904749767,393
0,1,0,5,1,38000,1,3,3.96172167,26982.33333,666,8.568333333,,1,0.7547810654377421,394
0,0,0,4,1,34000,1,1,4.72142055,22755.0,777,7.940833333,,0,0.09774288177766562,395
0,1,0,5,0,20000,0,1,3.44487597,24066.16667,622,7.715833333,,0,0.13487656580394955,396
0,1,1,5,0,29000,1,1,4.2,43587.5,660,6.165,,0,0.11028998928209675,397
0,1,1,5,0,19000,0,1,4.3,44555.83333,710,5.981666667,,0,0.10420048295029107,398
0,1,1,4,1,18000,1,1,5.0356035,19439.0,643,8.024166667,,0,0.17203350556372937,399
0,1,0,3,1,30000,1,2,5.34449117,22755.0,787,7.940833333,,0,0.45373003676029633,400
0,0,0,4,1,32000,0,3,4.69723033,41661.66667,607,6.199,,0,0.4632810921398406,401
0,1,0,5,1,35000,1,2,3.66114181,20563.0,726,8.315833333,,0,0.3747379311228634,402
0,0,0,5,0,40000,1,2,4.98618179,42063.16667,732,5.414833333,,0,0.12966403258845885,403
0,0,1,4,0,16000,0,1,3.70537487,30373.83333,625,7.9825,,0,0.09572720721471185,404
0,0,1,5,1,34000,1,2,4.70796553,36093.16667,613,6.358333333,,0,0.14895461924844017,405
0,1,0,4,1,31000,0,2,4.29406689,44425.83333,758,5.8425,,0,0.26500813965697123,406
0,0,1,4,0,29000,0,2,3.46916133,19520.66667,716,8.896666667,,0,0.13007937331763436,407
0,0,1,3,0,20000,0,3,4.87568406,44426.0,746,5.095083333,,0,0.4407236687655743,408
0,0,0,4,1,26000,1,3,4.98618179,42063.16667,712,5.414833333,,1,0.675983498275522,409
0,0,1,4,1,32000,0,1,4.87568406,44426.0,710,5.095083333,,0,0.08260410210553334,410
0,1,0,5,0,32000,0,1,4.28381716,42857.16667,628,5.604166667,,0,0.10021355582843086,411
0,1,1,5,1,38000,1,2,4.98532915,40216.83333,695,5.3995,,0,0.20505062280793895,412
0,0,0,4,1,22000,0,1,5.74138196,32076.33333,753,6.318333333,,0,0.09398348032459554,413
0,0,0,5,1,34000,1,1,4.34354688,27256.0,604,7.8225,,0,0.09901049774257115,414
0,0,1,4,1,23000,0,2,4.83260494,41912.16667,654,5.567416667,,0,0.1504516969518254,415
0,1,0,5,1,29000,0,1,5.0356035,19439.0,784,8.024166667,,0,0.10667350353151088,416
0,0,0,5,0,31000,0,2,5.83158683,35583.16667,636,6.431666667,,0,0.12207974047936443,417
0,0,0,3,1,17000,0,3,4.53300508,44425.83333,676,5.8425,,1,0.6995705452010185,418
0,1,1,3,0,25000,0,1,5.19011599,32304.66667,767,7.193916667,,0,0.1011774417354188,419
0,1,1,5,0,40000,1,1,5.34449117,22755.0,683,7.940833333,,0,0.09269303306627759,420
0,0,0,4,0,29000,1,2,3.63669268,30115.33333,788,7.608333333,,0,0.22041333511035005,421
0,0,0,3,1,31000,0,1,3.46916133,19520.66667,729,8.896666667,,0,0.09636985537222027,422
0,0,0,4,0,39000,1,2,3.46916133,19520.66667,719,8.896666667,,0,0.1734777037231197,423
0,0,0,5,1,23000,0,2,4.06666964,29309.33333,653,7.521666667,,0,0.19628031742119478,424
0,1,1,5,0,39000,1,1,5.4584248,32076.33333,794,6.318333333,,0,0.09039601052659715,425
0,1,0,4,0,23000,0,1,5.35396094,31577.33333,690,7.701083333,,0,0.11679902061499337,426
0,1,1,5,0,20000,0,2,5.35396094,31577.33333,735,7.701083333,,0,0.21140802675972403,427
0,0,0,3,1,16000,1,1,4.94922646,19439.0,798,8.024166667,,0,0.14348395042295203,428
0,1,1,1,0,16000,1,1,4.58965589,41661.66667,672,6.199,,0,0.21021174282565389,429
0,0,1,4,0,21000,0,1,4.3801824,30573.16667,794,7.733416667,,0,0.08681766944435794,430
0,1,1,3,1,25000,0,2,5.35522049,30100.5,726,7.96275,,0,0.2640825070361715,431
0,0,0,5,1,33000,0,1,5.22030741,36600.0,629,7.11,,0,0.08577612907311259,432
0,0,1,4,0,26000,1,2,3.78502178,30804.0,636,8.431666667,,0,0.2008152704069296,433
0,1,0,3,1,40000,1,2,4.3,44555.83333,662,5.981666667,,0,0.3615595771224407,434
0,0,0,4,0,30000,0,1,4.72142055,22755.0,622,7.940833333,,0,0.08868842215431148,435
0,1,0,4,1,34000,1,1,5.34449117,22755.0,783,7.940833333,,0,0.12746365424672493,436
0,0,1,4,0,40000,1,2,4.69723033,41661.66667,740,6.199,,0,0.11783116031492064,437
0,0,0,5,1,18000,0,1,4.53300508,44425.83333,611,5.8425,,0,0.10128347427826336,438
0,1,1,4,0,19000,0,1,3.76339417,29309.33333,785,7.521666667,,0,0.11205538273512555,439
0,1,0,3,0,18000,0,1,4.75727494,40418.0,776,6.365083333,,0,0.13663007406473945,440
0,1,0,5,1,33000,1,1,5.32080167,37332.5,747,7.508333333,,0,0.12116440470704727,441
0,1,0,5,1,34000,1,1,5.14091293,40243.16667,656,6.096666667,,0,0.12303871186777547,442
0,0,1,5,0,19000,0,3,4.98618179,42063.16667,728,5.414833333,,0,0.36792744968115776,443
0,0,1,3,1,21000,0,1,5.39200968,40243.16667,638,6.096666667,,0,0.09238416629602789,444
0,1,0,3,1,40000,1,1,5.0356035,19439.0,611,8.024166667,,0,0.13264746482668646,445
0,0,0,3,0,15000,0,1,6.74115103,27335.5,608,8.079916667,,0,0.10259280794055538,446
0,0,1,4,0,20000,0,2,3.84357001,24066.16667,784,7.715833333,,0,0.15145690285814972,447
0,1,1,5,0,27000,0,1,4.29406689,44425.83333,772,5.8425,,0,0.09270664445416685,448
0,1,0,3,0,37000,1,1,4.88226702,41912.16667,783,5.567416667,,0,0.11567753214113864,449
0,1,1,4,0,40000,1,1,4.92918489,41229.83333,634,5.91,,0,0.09658692698146482,450
0,0,1,5,0,21000,0,2,5.1950095,31577.33333,745,7.701083333,,0,0.12604410645894107,451
0,1,0,4,0,29000,0,2,3.58429637,13227.5,623,10.07416667,,0,0.3226276755965311,452
0,1,1,3,1,31000,0,2,4.90678778,44426.0,629,5.095083333,,0,0.22404741688351362,453
0,0,0,5,1,39000,1,2,5.25041296,44437.16667,642,5.881666667,,0,0.15292114850411948,454
0,1,1,4,1,15000,0,2,4.98532915,40216.83333,699,5.3995,,0,0.3428914387271597,455
0,0,1,4,1,17000,0,3,4.86656602,37332.5,620,7.508333333,,1,0.5584575706388019,456
0,1,0,4,1,33000,1,2,4.75727494,40418.0,662,6.365083333,,0,0.4015676803210964,457
0,1,0,3,1,21000,0,2,2.93965649,19520.66667,733,8.896666667,,1,0.5259488993472163,458
0,0,1,3,0,39000,1,2,4.04175506,21536.0,654,8.66,,0,0.1469566187055389,459
0,0,1,4,1,27000,1,1,5.25041296,44437.16667,614,5.881666667,,0,0.09598016923822036,460
0,0,0,4,0,34000,1,2,3.63669268,30115.33333,734,7.608333333,,0,0.19274288467995576,461
0,1,0,5,0,40000,1,2,4.29406689,44425.83333,624,5.8425,,0,0.2484669501631054,462
0,0,0,4,1,23000,0,1,4.32400469,14487.16667,798,8.983333333,,0,0.09807160945737341,463
0,1,1,5,1,32000,0,2,3.22742853,30804.0,671,8.431666667,,0,0.20821858182616104,464
0,0,1,4,1,36000,1,2,3.70537487,30373.83333,741,7.9825,,0,0.15786103281414504,465
0,0,1,5,0,25000,0,1,4.6,44100.16667,694,6.0575,,0,0.08295134861129554,466
0,0,0,4,1,29000,1,1,5.22030741,36600.0,644,7.11,,0,0.10535416440628713,467
0,0,0,3,1,35000,1,1,3.84357001,24066.16667,791,7.715833333,,0,0.1033873084037978,468
0,0,0,3,0,16000,1,1,4.98618179,42063.16667,620,5.414833333,,0,0.13350135995568535,469
0,1,1,5,0,34000,1,1,3.71008358,27256.0,612,7.8225,,0,0.10785500107599545,470
0,1,0,5,0,31000,0,3,5.59830462,36109.5,784,6.61,,1,0.5405654151248416,471
0,0,0,4,0,18000,1,2,5.11135844,32304.66667,653,7.193916667,,0,0.3141206668169644,472
0,1,0,4,1,40000,1,2,4.58965589,41661.66667,725,6.199,,0,0.29964367528585417,473
0,0,0,5,0,20000,0,3,4.38253338,26982.33333,674,8.568333333,,1,0.5446768163069814,474
0,1,0,4,1,25000,0,2,3.58429637,13227.5,708,10.07416667,,0,0.4109973175452986,475
0,1,1,5,1,39000,1,1,3.31364755,30373.83333,637,7.9825,,0,0.10748492629744773,476
0,0,1,4,1,25000,0,2,4.78069453,36109.5,645,6.61,,0,0.14627036501427576,477
0,0,1,4,1,18000,0,1,3.63669268,30115.33333,647,7.608333333,,0,0.09809665764195055,478
0,0,1,3,1,33000,1,2,5.74138196,32076.33333,734,6.318333333,,0,0.15957945394166914,479
0,1,1,4,1,15000,0,1,2.96690257,16516.83333,612,8.589166667,,0,0.1587531856937892,480
0,1,1,4,1,38000,1,2,5.23935845,44437.16667,658,5.881666667,,0,0.229563378750172,481
0,1,0,4,0,23000,0,2,5.35396094,31577.33333,715,7.701083333,,0,0.2961572701827849,482
0,1,1,4,1,23000,0,1,4.75727494,40418.0,688,6.365083333,,0,0.10963525993650278,483
0,1,1,5,0,15000,0,1,4.90678778,44426.0,732,5.095083333,,0,0.10697481728174926,484
0,0,1,3,1,24000,0,1,4.69723033,41661.66667,746,6.199,,0,0.08944631533476317,485
0,1,0,5,0,33000,1,2,4.3,44555.83333,678,5.981666667,,0,0.31000078383061436,486
0,1,0,5,1,21000,0,2,3.66114181,20563.0,665,8.315833333,,0,0.4183888021111788,487
0,1,0,5,1,36000,1,1,5.0356035,19439.0,651,8.024166667,,0,0.12332640696376804,488
0,0,1,3,0,19000,0,1,4.31879538,13227.5,641,10.07416667,,0,0.09555938823638985,489
0,0,0,3,0,27000,0,1,4.53300508,44425.83333,776,5.8425,,0,0.09007515336051208,490
0,0,0,5,1,36000,1,2,5.03775575,30100.5,602,7.96275,,0,0.1819245058131913,491
0,1,0,4,0,37000,1,1,4.58965589,41661.66667,745,6.199,,0,0.11257766981796796,492
0,1,0,5,0,19000,0,2,4.88226702,41912.16667,766,5.567416667,,0,0.29370619466712444,493
0,0,1,4,1,19000,0,3,3.84357001,24066.16667,726,7.715833333,,1,0.5488399127283842,494
0,0,1,5,0,16000,0,3,5.1950095,31577.33333,631,7.701083333,,0,0.4488064039381999,495
0,0,1,4,1,20000,0,1,3.65529884,18716.66667,747,8.200833333,,0,0.0943603766601155,496
0,0,0,5,0,34000,1,1,5.83158683,35583.16667,638,6.431666667,,0,0.08905660306037692,497
0,0,1,4,0,18000,0,3,4.3801824,30573.16667,751,7.733416667,,0,0.4638209059947114,498
0,1,1,4,0,18000,1,1,2.96690257,16516.83333,621,8.589166667,,0,0.182531067209061,499
0,1,0,3,1,39000,1,1,3.76339417,29309.33333,762,7.521666667,,0,0.13458145694586282,500
0,1,1,4,0,19000,0,3,3.44487597,24066.16667,703,7.715833333,,1,0.7326057583605764,501
0,0,0,4,0,22000,0,2,5.11135844,32304.66667,734,7.193916667,,0,0.16823753051267124,502
0,0,0,4,0,28000,0,2,5.83158683,35583.16667,625,6.431666667,,0,0.14180654156616998,503
0,1,1,3,0,22000,0,2,3.66114181,20563.0,734,8.315833333,,0,0.3020289962677195,504
0,1,1,5,0,19000,0,1,2.93965649,19520.66667,764,8.896666667,,0,0.11274566123783657,505
0,0,0,4,0,20000,0,2,4.82778981,41229.83333,647,5.91,,0,0.1886888626703652,506
0,0,0,4,0,20000,0,3,4.3801824,30573.16667,760,7.733416667,,1,0.5599566084596751,507
0,0,1,4,0,29000,1,3,3.59050539,12789.0,733,9.910833333,,1,0.542475149068187,508
0,1,0,4,0,20000,0,1,4.6,44100.16667,753,6.0575,,0,0.12292632667625952,509
0,1,1,3,1,25000,0,1,4.28381716,42857.16667,673,5.604166667,,0,0.11444564602208487,510
0,1,1,4,1,30000,1,2,2.96690257,16516.83333,702,8.589166667,,0,0.40628649989884025,511
0,1,1,3,1,15000,0,2,4.75727494,40418.0,615,6.365083333,,0,0.4224807232721068,512
0,0,1,3,1,15000,0,1,4.69723033,41661.66667,627,6.199,,0,0.1017898404716716,513
0,1,0,5,1,22000,0,1,5.35396094,31577.33333,759,7.701083333,,0,0.11853097556764797,514
0,0,0,4,1,27000,0,1,5.22030741,36600.0,681,7.11,,0,0.09187761419253196,515
0,1,1,3,1,20000,0,1,3.58429637,13227.5,636,10.07416667,,0,0.14505608386873167,516
0,0,0,3,1,30000,1,1,5.25041296,44437.16667,745,5.881666667,,0,0.10421144398152819,517
0,1,0,3,1,17000,1,1,3.71008358,27256.0,800,7.8225,,0,0.266254812960356,518
0,1,0,4,1,20000,0,1,3.52061247,30573.16667,669,7.733416667,,0,0.1584308104134092,519
0,1,1,3,0,15000,0,1,4.90678778,44426.0,641,5.095083333,,0,0.12501049657145255,520
0,0,1,4,1,31000,0,2,4.15050313,42857.16667,632,5.604166667,,0,0.13004891242488675,521
0,0,0,3,1,35000,1,1,4.15050313,42857.16667,628,5.604166667,,0,0.10466839441715683,522
0,0,0,3,1,39000,1,2,5.22030741,36600.0,751,7.11,,0,0.17801062917305613,523
0,1,0,3,1,18000,0,2,5.05485168,37846.16667,717,6.19875,,0,0.4641521279664622,524
0,0,0,3,1,27000,1,2,4.04175506,21536.0,625,8.66,,0,0.3516397034702597,525
0,1,0,5,1,17000,1,1,4.28381716,42857.16667,768,5.604166667,,0,0.19433441527416442,526
0,0,1,5,1,33000,1,1,3.63669268,30115.33333,706,7.608333333,,0,0.09057049225598272,527
0,0,1,4,0,23000,0,1,4.54175572,20563.0,725,8.315833333,,0,0.08662313692445886,528
0,0,0,3,1,18000,0,1,4.68199486,37846.16667,621,6.19875,,0,0.11191975872678425,529
0,1,0,5,1,40000,1,2,3.96172167,26982.33333,733,8.568333333,,0,0.2974667219061292,530
0,1,1,5,0,15000,0,2,5.02379729,42063.16667,786,5.414833333,,0,0.24011772981029283,531
0,1,0,4,1,27000,1,1,5.05485168,37846.16667,733,6.19875,,0,0.15359133942887437,532
0,1,0,1,1,18000,0,1,4.26439053,21536.0,772,8.66,,0,0.2066923508968025,533
0,0,1,4,1,37000,1,1,5.11135844,32304.66667,703,7.193916667,,0,0.08691912766104735,534
0,1,0,3,0,22000,0,1,4.6,44100.16667,633,6.0575,,0,0.13343692845210298,535
0,0,0,4,1,31000,0,3,5.39200968,40243.16667,703,6.096666667,,0,0.4227979818394352,536
0,1,0,3,1,37000,1,1,3.31364755,30373.83333,600,7.9825,,0,0.16020109266530067,537
0,1,1,5,1,29000,0,2,5.14091293,40243.16667,768,6.096666667,,0,0.17508818782942961,538
0,1,0,5,1,25000,0,1,5.19011599,32304.66667,777,7.193916667,,0,0.11177460693315291,539
0,0,1,4,0,20000,0,3,4.38253338,26982.33333,774,8.568333333,,0,0.43379927805904417,540
0,0,0,3,1,31000,0,2,4.53300508,44425.83333,771,5.8425,,0,0.15993827544681566,541
0,0,0,4,1,25000,0,1,4.78069453,36109.5,632,6.61,,0,0.09599413092490787,542
0,0,0,3,0,37000,1,1,4.70796553,36093.16667,761,6.358333333,,0,0.09235344756416734,543
0,1,0,3,1,40000,1,1,4.6,44100.16667,753,6.0575,,0,0.12220850752630574,544
0,0,0,3,1,33000,1,1,4.04175506,21536.0,787,8.66,,0,0.10658158759178842,545
0,0,1,5,0,27000,0,1,4.3,44555.83333,728,5.981666667,,0,0.08210270599681575,546
0,1,1,4,1,20000,0,2,4.78107286,39064.0,725,5.945,,0,0.2869050291242341,547
0,0,1,3,0,21000,0,2,4.3,44555.83333,705,5.981666667,,0,0.15557342648958064,548
0,1,1,5,1,38000,1,1,4.90678778,44426.0,793,5.095083333,,0,0.09608271098208605,549
0,0,0,5,1,15000,0,2,5.25041296,44437.16667,736,5.881666667,,0,0.20908038003367915,550
0,1,1,4,0,19000,0,2,3.96172167,26982.33333,726,8.568333333,,0,0.28946657159967853,551
