,SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR
1925,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,100,65,85,45,90,80,60,90,80,100,90,100
1926,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,80,65,85,45,70,80,60,90,80,100,90,100
1927,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,100,65,85,45,90,80,40,90,80,100,90,100
1928,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,80,85,65,45,70,80,40,90,80,100,90,100
1929,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,80,65,85,45,90,80,40,90,80,100,90,100
1930,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,100,65,65,45,90,80,40,90,80,100,90,100
1931,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,100,85,85,45,90,80,60,90,80,100,90,100
1932,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,80,65,65,45,90,80,60,90,80,100,90,100
1933,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,80,85,85,45,90,80,40,90,80,100,90,100
1934,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,80,85,85,45,70,80,40,90,80,100,90,100
1935,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,100,65,65,45,70,80,60,90,80,100,90,100
1936,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,100,85,85,45,70,80,60,90,80,100,90,100
1937,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,80,65,65,45,70,80,40,90,80,100,90,100
1938,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,80,65,65,45,90,80,60,90,80,100,90,100
1939,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,100,65,85,45,90,80,60,90,80,100,90,100
1940,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,100,85,85,45,70,80,60,90,80,100,90,100
1941,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,80,85,65,45,70,80,60,90,80,100,90,100
1942,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,80,65,85,45,90,80,40,90,80,100,90,100
1943,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,100,65,65,45,90,80,40,90,80,100,90,100
1944,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,100,65,85,45,70,80,60,90,80,100,90,100
1945,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,100,65,65,45,70,80,40,90,80,100,90,100
1946,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,100,65,85,45,70,80,60,90,80,100,90,100
1947,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,100,85,65,45,70,80,40,90,80,100,90,100
1948,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,80,65,85,45,90,80,60,90,80,100,90,100
1949,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,80,85,65,45,70,80,40,90,80,100,90,100
1950,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,100,65,85,45,90,80,40,90,80,100,90,100
1951,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,100,85,85,45,70,80,40,90,80,100,90,100
1952,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,80,85,85,45,90,80,40,90,80,100,90,100
1953,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,100,65,65,45,70,80,60,90,80,100,90,100
1954,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,80,85,85,45,90,80,60,90,80,100,90,100
1955,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,100,85,85,45,90,80,60,90,80,100,90,100
1956,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,80,85,65,45,70,80,60,90,80,100,90,100
1957,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,80,85,85,45,90,80,40,90,80,100,90,100
1958,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,80,65,85,45,90,80,40,90,80,100,90,100
1959,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,80,65,85,45,90,80,40,90,80,100,90,100
1960,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,100,65,65,45,90,80,40,90,80,100,90,100
1961,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,100,85,85,45,70,80,60,90,80,100,90,100
1962,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,100,85,65,45,90,80,60,90,80,100,90,100
1963,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,80,65,85,45,70,80,40,90,80,100,90,100
1964,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,100,65,65,45,90,80,60,90,80,100,90,100
1965,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,100,65,85,45,90,80,40,90,80,100,90,100
1966,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,80,85,65,45,70,80,60,90,80,100,90,100
1967,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,100,65,65,45,70,80,40,90,80,100,90,100
1968,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,100,85,65,45,90,80,40,90,80,100,90,100
1969,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,100,65,85,45,90,80,60,90,80,100,90,100
1970,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,100,85,85,45,70,80,40,90,80,100,90,100
1971,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,80,85,65,45,70,80,40,90,80,100,90,100
1972,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,80,85,65,45,70,80,40,90,80,100,90,100
1973,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,100,65,85,45,70,80,60,90,80,100,90,100
1974,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,100,85,85,45,70,80,60,90,80,100,90,100
1975,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,100,65,85,45,70,80,40,90,80,100,90,100
1976,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,80,85,85,45,70,80,60,90,80,100,90,100
1977,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,100,85,65,45,90,80,60,90,80,100,90,100
1978,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,80,85,65,45,90,80,60,90,80,100,90,100
1979,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,80,85,65,45,70,80,40,90,80,100,90,100
1980,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,100,65,65,45,70,80,60,90,80,100,90,100
1981,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,100,85,65,45,90,80,40,90,80,100,90,100
1982,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,100,85,65,45,70,80,40,90,80,100,90,100
1983,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,80,65,85,45,70,80,40,90,80,100,90,100
1984,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,80,85,65,45,90,80,40,90,80,100,90,100
1985,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,80,65,85,45,70,80,60,90,80,100,90,100
1986,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,80,85,65,45,90,80,60,90,80,100,90,100
1987,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
1988,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
1989,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
1990,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
1991,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,85,45,90,80,40,90,80,100,90,100
1992,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
1993,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
1994,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,65,85,45,70,80,60,90,80,100,90,100
1995,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,85,45,90,80,60,90,80,100,90,100
1996,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,65,85,45,70,80,60,90,80,100,90,100
1997,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
1998,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
1999,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2000,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,85,45,90,80,40,90,80,100,90,100
2001,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,85,45,90,80,60,90,80,100,90,100
2002,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,65,45,70,80,40,90,80,100,90,100
2003,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2004,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2005,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,85,45,90,80,60,90,80,100,90,100
2006,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,65,45,70,80,40,90,80,100,90,100
2007,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2008,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2009,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2010,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2011,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2012,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2013,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2014,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
2015,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2016,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
2017,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
2018,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2019,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2020,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2021,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2022,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2023,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2024,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,85,45,70,80,60,90,80,100,90,100
2025,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2026,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2027,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,85,45,70,80,60,90,80,100,90,100
2028,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2029,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2030,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2031,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2032,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2033,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2034,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2035,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2036,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2037,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2038,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2039,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2040,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2041,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2042,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2043,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2044,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,85,45,90,80,40,90,80,100,90,100
2045,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2046,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2047,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,85,85,45,70,80,60,90,80,100,90,100
2048,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2049,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2050,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2051,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,65,45,70,80,40,90,80,100,90,100
2052,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2053,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2054,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
2055,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2056,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2057,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,65,85,45,70,80,60,90,80,100,90,100
2058,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2059,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2060,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2061,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2062,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2063,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2064,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
2065,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,85,45,70,80,60,90,80,100,90,100
2066,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2067,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2068,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2069,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,85,85,45,90,80,40,90,80,100,90,100
2070,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,65,45,70,80,40,90,80,100,90,100
2071,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,65,85,45,70,80,60,90,80,100,90,100
2072,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2073,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,65,85,45,90,80,60,90,80,100,90,100
2074,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
2075,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2076,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,85,45,70,80,60,90,80,100,90,100
2077,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2078,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2079,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
2080,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,85,45,90,80,40,90,80,100,90,100
2081,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2082,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,85,45,70,80,60,90,80,100,90,100
2083,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
2084,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2085,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,85,45,70,80,60,90,80,100,90,100
2086,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,85,45,90,80,40,90,80,100,90,100
2087,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
2088,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
2089,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2090,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2091,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2092,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
2093,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2094,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2095,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2096,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2097,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
2098,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,85,45,90,80,60,90,80,100,90,100
2099,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2100,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2101,100,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2102,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2103,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2104,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2105,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2106,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,65,45,70,80,40,90,80,100,90,100
2107,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,65,65,45,70,80,40,90,80,100,90,100
2108,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2109,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,65,85,45,90,80,60,90,80,100,90,100
2110,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2111,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,85,45,70,80,60,90,80,100,90,100
2112,100,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2113,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,65,45,90,80,40,90,80,100,90,100
2114,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2115,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2116,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2117,80,100,100,100,50,100,100,70,50,25,100,100,100,100,100,70,50,60,60,85,85,45,90,80,40,90,80,100,90,100
2118,100,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2119,80,100,100,100,50,100,100,70,50,50,100,100,100,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2120,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
2121,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2122,100,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2123,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,85,45,90,80,60,90,80,100,90,100
2124,80,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,85,85,45,70,80,60,90,80,100,90,100
2125,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
2126,100,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2127,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,85,65,45,70,80,60,90,80,100,90,100
2128,100,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,65,65,45,70,80,40,90,80,100,90,100
2129,80,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2130,80,100,100,100,50,100,100,70,50,50,100,100,80,100,100,70,50,60,60,85,85,45,90,80,60,90,80,100,90,100
2131,80,100,100,100,50,100,100,70,50,50,100,100,80,70,100,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2132,100,100,100,100,50,100,100,70,50,25,100,100,100,70,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2133,80,100,100,100,50,100,100,70,50,50,100,100,100,70,100,70,50,60,60,65,65,45,70,80,40,90,80,100,90,100
2134,100,100,100,100,50,100,100,70,50,25,100,100,80,100,100,70,50,60,60,65,85,45,70,80,40,90,80,100,90,100
2135,80,100,100,100,50,100,100,70,50,25,100,100,80,70,100,70,50,60,60,65,85,45,90,80,60,90,80,100,90,100
2136,100,100,100,100,50,100,100,70,50,25,100,100,100,70,55,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2137,100,100,100,100,50,100,100,70,50,25,100,100,80,70,55,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2138,100,100,100,100,50,100,100,70,50,25,100,100,100,100,55,70,50,60,60,85,65,45,90,80,60,90,80,100,90,100
2139,100,100,100,100,50,100,100,70,50,25,100,100,100,100,55,70,50,60,60,65,65,45,90,80,60,90,80,100,90,100
2140,80,100,100,100,50,100,100,70,50,25,100,100,100,70,55,70,50,60,60,85,65,45,90,80,40,90,80,100,90,100
2141,80,100,100,100,50,100,100,70,50,25,100,100,100,70,55,70,50,60,60,65,65,45,70,80,60,90,80,100,90,100
2142,100,100,100,100,50,100,100,70,50,25,100,100,100,70,55,70,50,60,60,85,85,45,70,80,40,90,80,100,90,100
2143,80,100,100,100,50,100,100,70,50,25,100,100,80,100,55,70,50,60,60,85,65,45,70,80,40,90,80,100,90,100
